"global_turn_id";"query";"target_answer";"alex_answer";"step_text";"recipe_title";"is_ingredient_list";"gpt-3"
"75_8";"is a medium Bowl the right size Bowl?";"yes.";"Yes, a medium bowl is suitable.";"Place turkey, sausage, 1/4 cup sweet potato flesh, and vegetable mixture in a medium bowl and mix with hands until incorporated. Form mixture into 4 patties. Season with salt and pepper to taste.";"Thanksgiving Turkey Burgers Recipe";"False";"Yes, a medium bowl is the appropriate size for mixing the turkey, sausage, sweet potato flesh, and vegetable mixture together."
"58_29";"which ingredients should be well incorporated and warmed through?";"chicken.";"The chicken should be well incorporated and warmed through.";"To Finish: Add reserved broiled chicken along with any juices in the sheet pan to sauce and stir until chicken is well incorporated and warmed through. Ladle chicken and sauce into serving bowl and drizzle with additional heavy cream. Serve immediately with rice alongside.";"Butter Chicken Recipe";"False";"The chicken should be well incorporated and warmed through."
"23_4";"what do I have to add after the mustard and cheese?";"egg.";"After the mustard and cheese you can add the eggs to the bowl of the stand mixer.";"To Finish with Stand Mixer: Transfer hot dough to the bowl of a stand mixer fitted with a paddle attachment. Add mustard and cheese and beat on medium-low speed. Add eggs one at a time, allowing dough to fully incorporate egg before adding the next one. When final egg has been added, add herbs and beat to combine. Transfer mixture to a gallon-sized zipper-lock bag or a pastry bag fitted with a 1/2-inch tip. Proceed to Step 4.";"Parisian Gnocchi Recipe";"False";"Add eggs one at a time, allowing the dough to fully incorporate each egg before adding the next."
"3_15";"Alexa what do I need to spread again?";"rice.";"It's the rice you need to spread over the meat.";"When the lamb is tender, remove lid and increase the heat to medium, stirring often to prevent scorching, and cook until the liquid starts to thicken and reduces to about 1 1/2 cups (360ml), about 5 minutes. Remove from heat. Using a clean, large wooden spoon or spatula, spread the rice out in an even layer over the meat in the Dutch oven.";"Lamb Biryani With Saffron, Yogurt, and Caramelized Onions Recipe";"False";"Spread the rice in an even layer over the meat in the Dutch oven."
"3_19";"Alexa what should I use as garnish?";"caramelized onions.";"As a garnish for the top of the rice, you can use the caramelized onions.";"Sprinkle the saffron-infused milk over the rice, followed by the rosewater and the pandan water. Garnish the top of the rice with the reserved caramelized onions. Cover the Dutch oven with two sheets of aluminum foil and crimp the overhang to form a tight seal, place the lid over the foil, and place the Dutch oven in the preheated oven for 20 minutes to let the rice steam. Remove from the oven and let stand for 5 minutes. Uncover the pot and carefully peel off the aluminum seal. Use a fork to loosen the rice a little and serve immediately straight from the Dutch oven. Alternatively, biryani can be transferred to a platter and served.";"Lamb Biryani With Saffron, Yogurt, and Caramelized Onions Recipe";"False";"Garnish your biryani with the reserved caramelized onions."
"52_3";"what do I need to combine in spice grinder?";"cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom.";"In a spice grinder, combine cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom.";"Combine cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom in a spice grinder and grind to a fine powder. Set aside.";"Chickpea, Coconut, and Cashew Curry Recipe";"False";"To create a fine powder in a spice grinder, grind together cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom."
"61_5";"how long should I simmer the bread for?";"about 15 minutes.";"Simmer the bread for about 15 minutes. It should be very soft by then.";"Add bread, stir well, and simmer until bread is very soft and breaking down, about 15 minutes. Add water, 1/2 cup at a time, if soup becomes too thick and dry.";"Tuscan Ribollita With Summer Vegetables Recipe";"False";"Simmer the bread for approximately 15 minutes until it is very soft and breaking down. If the soup becomes too thick and dry, add water in 1/2 cup increments."
"77_3";"what type of oil is used?";"olive.";"In this step, we use some olive oil.";"Heat olive oil in a large Dutch oven over high heat until shimmering. Add ground beef, pork, and lamb, season with salt and pepper, and cook, stirring and breaking up with a wooden spoon or potato masher until no longer pink, about 10 minutes. Remove from heat and stir in puréed chicken livers.";"The Best Slow-Cooked Bolognese Sauce Recipe";"False";"Olive oil is used to heat a Dutch oven before adding ground beef, pork, and lamb, and then cooking until no longer pink."
"0_4";"how long will it take for the coconut fat to separate?";"about 4 minutes.";"It will take about 4 minutes for the coconut fat to separate.";"Open 1 can of coconut milk and carefully spoon off about 3 tablespoons of the solid fat from the surface and place it in a large Dutch oven. Add 1 tablespoon of vegetable oil. Heat over medium-high heat, stirring frequently, until coconut fat separates and solids start to sizzle, about 4 minutes. Continue cooking, stirring constantly, until solids turn pale golden brown, about 1 minute longer. Add the pounded garlic/ginger mixture and cook, stirring, until aromatic, about 30 seconds. Add half of sliced scallions and turmeric and cook, stirring, until lightly softened, about 1 minute.";"Vegan Peanut, Sweet Potato, and Kale Soup With Coconut Recipe";"False";"It will take approximately 4 minutes for the coconut fat to separate when heated over medium-high heat and stirred frequently."
"30_10";"how should the pasta be cooked?";"al dente.";"The pasta should be cooked al dente.";"Increase heat to high and cook, stirring and tossing rapidly, until pasta is al dente and sauce is thickened and coats noodles, 2 to 3 minutes, adding more pasta cooking water in 1/4 cup (60ml) increments as needed. At this point, the sauce should coat the pasta but still be loose enough to pool around the edges of the pan; because of the starch in the beans and pasta water, the sauce will continue to tighten up in the time it takes to plate and serve, so make sure it's a little looser than you would normally serve a sauce. Remove from heat, add 3/4 of grated cheese, and stir rapidly to incorporate. Season with salt to taste. Serve immediately, passing remaining grated cheese at the table.";"Pasta With Beans and Greens Recipe";"False";"The pasta should be cooked al dente and the sauce should be thickened and coat the noodles, and should be a little looser than usual when plating."
"14_2";"what is the equivalent of 18 oz in grams?";"510g.";"18 ounces are 510g.";"For the Filling: Wash peaches (no need to peel) and cut into 1/2-inch slices. Measure out 18 ounces (3 cups; 510g) in a medium bowl. Enjoy any extras as a snack; do not use more or you will overcrowd the pie. Sprinkle tapioca starch over peaches and toss until well combined.";"Freeform Peach Pie (Galette) Recipe";"False";"The equivalent of 18 ounces in grams is 510g."
"14_8";"what should I whisk with the egg yolk cream and salt?";"egg.";"You should also whisk egg in a small bowl along with these ingredients.";"For the Egg Wash: Whisk egg, egg yolk, cream, and salt in a small bowl. Brush over chilled dough in a thin, even layer (including under each flap). This will give the crust a glossy, golden sheen and help bind the pieces together.";"Freeform Peach Pie (Galette) Recipe";"False";"egg"
"34_22";"what heat setting should I melt the butter over?";"medium-high heat.";"You should melt the butter over medium-high heat.";"Meanwhile, in a small saucepan, melt butter over medium-high heat until foaming subsides, 2 to 3 minutes. Add remaining 8 sage leaves and fry, gently swirling, until milk solids in butter turn a hazelnut-brown color, 1 to 2 minutes longer. Remove from heat. Using a slotted spoon, transfer sage leaves to a paper towel–lined plate.";"Pressure Cooker Butternut Squash Risotto With Frizzled Sage and Brown Butter Recipe";"False";"Melt the butter over medium-high heat until foaming subsides and the milk solids in the butter turn a hazelnut-brown color."
"59_4";"what else do I slice with the chilis?";"garlic.";"Apart from the chilies, you also chop garlic at this point.";"Roughly chop half of Thai chilies and garlic and place inside a stone mortar with palm sugar. Grind with pestle until a mostly smooth paste has formed. Add remaining fish sauce and soy sauce and mash in mortar to form a sauce. Set aside. Finely slice remaining garlic and chilies and combine with shallot and lime leaves in a small bowl.";"Thai-Style Beef With Basil and Chilies (Phat Bai Horapha) Recipe";"False";"In a small bowl, combine the remaining garlic and chilies with shallot and lime leaves that have been finely sliced."
"31_32";"I should add soy sauce bay leaves and what?";"thyme.";"You should add soy sauce, bay leaves and thyme sprigs.";"For the Gravy: While roast is baking, make the gravy. Combine 3 tablespoons olive oil and flour in a medium saucepan over medium-high heat and cook, stirring constantly with a whisk until flour is nutty brown, about 3 minutes. Whisking constantly, slowly drizzle in stock. Add soy sauce, thyme sprigs, and bay leaves. Bring to a boil, reduce to a simmer, and cook until thickened and reduced to 3 cups, about 20 minutes. Season to taste with salt and lots of black pepper.";"Vegetables Wellington (The Ultimate Vegan Plant-Based Holiday Roast) Recipe";"False";"For the Gravy: Combine 3 tablespoons olive oil and flour in a medium saucepan over medium-high heat and cook, stirring constantly with a whisk until flour is nutty brown, about 3 minutes. Whisking constantly, slowly drizzle in stock. Add soy sauce, bay leaves, and thyme. Bring to a boil, reduce to a simmer, and cook until thickened and reduced to 3 cups, about 20 minutes. Season to taste with salt and lots of black pepper."
"79_1";"how much lime juice should I add?";"2 tablespoons.";"You should add 2 tablespoons lime juice.";"To make the dressing: Whisk together lime juice, fish sauce, sesame oil, sugar, and chili in a small bowl. Set aside.";"Thai Spicy Duck Salad Recipe";"True";"To make the dressing, add 2 tablespoons of lime juice to the bowl containing the fish sauce, sesame oil, sugar and chili and whisk together."
"28_8";"so the heat should penetrate the what?";"fish.";"The heat should penetrate the fish from each side.";"For an ideal doneness of rare, cook the fish long enough to sear each side, and no longer. You should be able to watch the heat penetrate the fish from each side because tuna changes color so dramatically, from a deep purple when raw to a beige when cooked. Use the side of the fish to gauge doneness: if you want it very rare in the center, the sides of the steaks should still look purple, with the color of the cooked fish just starting to creep in from above and below. If you want it a little more done, let the cooked color creep up a bit more from both sides. We don't recommend cooking tuna steaks beyond medium-rare.";"Grilled Tuna Steaks Recipe";"False";"Cook the fish long enough to sear each side, and no longer, so that the heat can penetrate the fish."
"51_4";"which vegetables do I need to add to this recipe?";"celery, carrot, onion, and garlic.";"You need to add celery, carrot, onion, and garlic.";"Pour off all but 2 tablespoons of fat from the Dutch oven. Return to the heat and add celery, carrot, onion, and garlic. Cook, stirring, until browned, about 6 minutes. Stir in tomato paste and cook for 1 minute longer; lower heat at any point if the contents of the pot threaten to burn.";"Red Wine–Braised Beef Short Ribs Recipe";"False";"Add celery, carrot, onion, and garlic to the Dutch oven and stir until browned. Cook for 6 minutes, then stir in tomato paste and cook for an additional minute. Reduce the heat if necessary to prevent burning."
"92_13";"what ingredients should I add next?";"eggs.";"In this step, you should add some eggs.";"Reduce speed to medium-low, add the sugar all at once, and mix only until well combined. Remove the bowl from the stand mixer and place a single-mesh sieve over the bowl, then crack in the eggs, and whisk until they pass through. Discard any clots of chalazae that remain trapped in the strainer. Resume mixing on low until well combined, then scrape the bowl and beater once more.";"Epic New York Cheesecake From BraveTart Recipe";"False";"Crack in the eggs and whisk until they pass through the single-mesh sieve, then mix on low until well combined."
"22_4";"what should I use to cut off the stem end of the tomatoes?";"sharp knife.";"Best, use a sharp knife to cut off the stem end.";"Meanwhile, using a sharp knife, cut top 1/2 inch off stem end of tomatoes and set aside. Carefully run knife along the cavity of the tomato to loosen core and pulp, then use a spoon to carefully scoop them out into a bowl. Repeat with remaining tomatoes. Season insides of tomatoes and their tops with salt, and place them upside down on wire rack rack set inside a rimmed baking sheet. Set tomatoes aside.";"Roman Rice-Stuffed Tomatoes (Pomodori al Riso) Recipe";"False";"Use a sharp knife to cut off the top 1/2 inch of the stem end of the tomatoes."
"58_7";"where should I put the chicken thighs?";"bowl.";"Add the chicken thighs to a bowl.";"Add chicken thigh pieces to bowl and, using clean hands, toss with marinade until evenly coated. Transfer chicken to prepared baking sheet, arranging pieces in a single, even layer in the aluminum-foil boat.";"Butter Chicken Recipe";"False";"Put the chicken thighs in a bowl and toss with the marinade until they are evenly coated. Then transfer them to a prepared baking sheet and arrange them in a single, even layer in an aluminum-foil boat."
"91_13";"after 1 minute should the spaghetti feel hard or soft?";"hard.";"The should still feel hard. It takes some time until they feel al dente.";"In a pot of salted, boiling water, cook spaghetti, stirring frequently, until just shy of al dente, about 1 minute less than package recommends. While spaghetti is cooking, flake tuna into pasta sauce.";"Roman-Style Spaghetti Alla Carrettiera (Tomato, Tuna, and Mushroom Pasta) Recipe";"False";"After 1 minute of boiling, the spaghetti should be firm to the bite (al dente)."
"85_5";"how long do I have to mix everything for?";"about 3-5 minutes.";"Mix it for about 3-5 minutes.";"Turn stand mixer up to medium-high speed and mix until the dough feels elastic and bounces partway back when indented with your thumb, about 3-5 minutes. If mixing by hand, skip this step.";"Simple Crusty White Bread Recipe";"False";"Mix the dough for 3-5 minutes on medium-high speed, or skip this step if mixing by hand."
"52_9";"how much lime should I add?";"1/4 cup fresh juice from 3 to 4 limes.";"You should add 1/4 cup fresh juice from 3 to 4 limes.";"Transfer mixture to blender and starting a low speed, slowly increase speed to maximum. Blend until smooth, about 30 seconds. Return mixture to pot. Add chickpeas, spinach, and remaining spice mix and cook over low heat, stirring constantly, until vegetables are heated through and spinach is wilted, about 10 minutes. Add salt and lime juice to taste. Stir in half of cilantro.";"Chickpea, Coconut, and Cashew Curry Recipe";"True";"Add 1/4 cup of fresh lime juice from 3 to 4 limes to the pot after adding the chickpeas, spinach, and spice mix. Stir until the vegetables are heated through and the spinach is wilted, about 10 minutes. Add salt to taste and stir in half of the cilantro."
"58_8";"which ingredients should I put on the prepared baking sheet?";"chicken.";"Put the chicken on the prepared baking sheet.";"Add chicken thigh pieces to bowl and, using clean hands, toss with marinade until evenly coated. Transfer chicken to prepared baking sheet, arranging pieces in a single, even layer in the aluminum-foil boat.";"Butter Chicken Recipe";"False";"Place the chicken pieces in an even layer on the prepared baking sheet."
"12_14";"how long do the bars need to mature for serving?";"6 hours.";"They should mature for at least 6 hours.";"Bake until the bars are puffed and firm, without any significant browning, about 18 minutes. Immediately cut into 1-inch pieces with a bench scraper, then transfer to an airtight container, with a paper towel between each layer and on top. This will steam the cookies and retain moisture for them to reabsorb, creating a uniquely soft and cakey texture. Cover and “mature” for at least 6 hours before serving; prior to that, the cookies will taste dry. Store for up to 1 week at room temperature or up to a month in the fridge.";"Homemade Fig Newtons Recipe";"False";"The bars need to mature for at least 6 hours before serving in order to achieve a soft and cakey texture."
"36_15";"how long do I keep stirring the pasta?";"about 3 minutes.";"Cook and stir the pasta for about 3 minutes.";"Using tongs, transfer spaghetti directly into simmering sauce along with 1/4 cup (60ml) pasta cooking water, stirring to combine. Cook, stirring, until pasta is al dente and sauce has thickened, so it coats noodles and isn't watery, about 3 minutes. Add remaining 1/4 cup minced parsley and 1/4 cup (60ml) olive oil, stirring vigorously to combine. If sauce is too thick, add more olive oil or pasta water, 1 tablespoon at a time, stirring well between additions, until desired sauce consistency is reached. Taste for seasoning, adding more salt if necessary.";"Roman-Style Spaghetti Alla Carrettiera (Tomato, Tuna, and Mushroom Pasta) Recipe";"False";"Stir the pasta for 3 minutes until it is al dente and the sauce has thickened to coat the noodles and isn't watery."
"40_2";"what do I need to cook mushrooms in?";"cover with water.";"You do not need to cook but cover them in water.";"Combine dried mushrooms and kombu (if using) in a small bowl or liquid measuring cup and cover with water. Place a paper towel or kitchen towel directly on surface of water to keep mushrooms mostly submerged. Set aside for 10 minutes to rehydrate.";"The Best Vegan Mapo Tofu Recipe";"False";"To cook mushrooms, you will need water and a paper towel or kitchen towel."
"81_7";"what do I put the ricotta ball into?";"bowl.";"Put the ricotta balls to the bowl.";"Meanwhile, transfer half of the semolina flour to a large bowl and the other half to a 9- by 13-inch baking dish. When ricotta is chilled, scrape it into a separate empty large bowl and fold it with a rubber spatula until no big chunks of frozen ricotta remain. Using a small cookie scoop, form a ball of ricotta about 1 1/2-inches wide (about 2 tablespoons) and transfer to the bowl with the flour. Using your fingers, scoop dry flour over the top of the ricotta ball.";"Ricotta and Black Pepper Gnudi With Sage and Brown Butter Recipe";"False";"Transfer the ricotta ball to the bowl with the semolina flour."
"0_7";"what else can I use apart from water?";"stock.";"Apart from water, you can also use stock.";"Add the remaining contents of both cans of coconut milk along with 1 quart of water or stock. Add sweet potatoes. Bring to a boil, and reduce to a bare simmer. Cook until sweet potatoes are totally softened, about 15 minutes.";"Vegan Peanut, Sweet Potato, and Kale Soup With Coconut Recipe";"False";"Add the remaining contents of both cans of coconut milk along with 1 quart of stock. Add sweet potatoes. Bring to a boil, and reduce to a bare simmer. Cook until sweet potatoes are totally softened, about 15 minutes."
"62_7";"do I use the same bowl and what do I mix it with?";"separate medium bowl, whisk.";"Use a separate medium bowl and a whisk.";"In a separate medium bowl, whisk together egg, doubanjiang (or other fermented bean paste), garlic, and water until mixture is homogeneous, about 1 minute. Add wet mixture to large mixing bowl with flour mixture and whisk together just until a smooth, loose batter forms; the consistency should be similar to pancake batter; it should flow easily off the whisk and puddle briefly on top of the batter in the bowl. Add additional ice-cold water as needed to achieve this consistency, taking care not to over-mix the batter.";"Easy Vegetable Pancakes Recipe";"False";"In a separate medium bowl, whisk together the egg, doubanjiang (or other fermented bean paste), garlic, and water until a homogeneous mixture is formed, about 1 minute. Then add the wet mixture to the large bowl containing the flour mixture and whisk just until a smooth, loose batter is created with a consistency similar to pancake batter. If necessary, add additional ice-cold water to reach this consistency, taking care not to over-mix the batter."
"85_6";"what do I put the dough into?";"bowl.";"Put the dough to a mixing bowl.";"Working with oiled hands, gently transfer dough, being careful not to tear its surface, to a lightly oiled mixing bowl and cover with plastic wrap. Let dough stand at room temperature for 30 minutes. Uncover dough. Working with wet hands and/or a plastic bench scraper, loosen the dough, then gently lift and pull the dough down towards you, folding it in half. Give the bowl a quarter turn and repeat, folding the dough in half towards you. Now give the bowl a half turn and repeat the fold a final time, being careful not to compress it too much. Lastly, pull the unfolded side of your dough carefully up from the bottom, and pull it up and over to form a neat package. Re-cover with plastic wrap and let stand until dough has increased in volume by half, about 1 hour 30 minutes longer.";"Simple Crusty White Bread Recipe";"False";"Put the dough into a lightly oiled mixing bowl and cover it with plastic wrap. Let it stand for 30 minutes, then use wet hands or a plastic bench scraper to fold it in half. Turn the bowl a quarter turn and repeat the fold, then turn the bowl a half turn and fold one more time. Lastly, pull the unfolded side of the dough up from the bottom and over, forming a neat package. Re-cover with plastic wrap and let stand until it has increased in volume by half."
"1_4";"how do I prepare peaches and what kind of peaches do I need?";"ripe peaches.";"You need ripe peaches for this. Wash them and cut them into 1/2-inch slices.";"For the Filling: Wash peaches (no need to peel) and cut into 1/2-inch slices. Measure out 18 ounces (3 cups; 510g) in a medium bowl. Enjoy any extras as a snack; do not use more or you will overcrowd the pie. Sprinkle tapioca starch over peaches and toss until well combined.";"Freeform Peach Pie (Galette) Recipe";"False";"To prepare peaches for a pie filling, wash ripe peaches and slice them into 1/2-inch slices. Measure out 18 ounces (3 cups; 510g) of the prepared slices and toss them with tapioca starch. Enjoy any remaining slices as a snack."
"58_19";"how long should I stir ginger and garlic for?";"about 1 minute.";"Sitr them for about 1 minute.";"Reduce heat to medium low. Add ginger and garlic to pot and cook, stirring constantly, until quite fragrant, about 1 minute. Using a wooden spoon, push onions into center of pot to form a mound. Add ground spice mixture to the mounded onions to prevent spices from scorching. Cook, stirring constantly, until onions are coated in spices and mixture is very fragrant, about 30 seconds. Add cashews and their soaking liquid, scraping up any bits stuck to the bottom of the pot. Add tomatoes and their juices plus 1 cup (240ml) water and, using the back of wooden spoon, crush tomatoes.";"Butter Chicken Recipe";"False";"Stir the ginger and garlic constantly until they are fragrant, for about 1 minute."
"67_6";"what do I push to the side of the wok?";"rice.";"Push rice to the side of the wok.";"Push rice to the side of the wok and add remaining 1/2 tablespoon (7ml) oil. Break the egg into the oil and season with a little salt. Use a spatula to scramble the egg, breaking it up into small bits. Toss the egg and the rice together.";"Easy Fried Rice Recipe";"False";"Push the rice to the side of the wok, then add the remaining 1/2 tablespoon (7ml) of oil. Break an egg into the oil and season with a little salt, then use a spatula to scramble the egg, breaking it up into small pieces. Once the egg is cooked, toss it together with the rice."
"12_8";"at what temperature does the oven need to be pre-heated?";"to 350°f.";"The oven needs to be preheated to 350°F.";"To Assemble the Cookies: Adjust oven rack to middle position and preheat to 350°F (175°C). Knead the cool dough on a bare work surface until pliable and smooth, then dust with flour and roll into an 8-inch square. Sprinkle both sides with flour and roll into a 15-inch square. Slide an offset spatula under the dough to loosen it, brush off excess flour, and cut into four 3 1/4-inch strips.";"Homemade Fig Newtons Recipe";"False";"The oven should be preheated to 350°F (175°C)."
"30_5";"how much salt do I need to add?";"<no answer>.";"Sorry I cannot answer this question.";"Add beans and bean cooking liquid (if using cooked dry beans) or stock (if using canned beans), and, using a wooden spoon, crush roughly one-quarter of the beans against the sides and bottom of pan. Stir well, season lightly with salt, and bring to a simmer. Reduce heat to medium-low and cook, stirring occasionally, until bean mixture is thickened to a creamy, saucy consistency, 10 to 15 minutes.";"Pasta With Beans and Greens Recipe";"False";"The amount of salt needed to add depends on personal preference. Start by seasoning lightly with salt and taste the mixture, adding more salt as needed to your desired level of flavor."
"35_10";"how many cashew nuts?";"1 ounce (28g).";"You need 1 ounce (28g) cashew nuts.";"In a small, microwave-safe bowl, combine cashew nuts and 1/4 cup (60ml) water. Microwave on high until cashews look plump and have softened slightly, about 1 minute. Set aside.";"Butter Chicken Recipe";"True";"Approximately 28 grams (1 ounce) of cashew nuts."
"6_10";"what do I add with the salt?";"pepper.";"Add pepper with the salt.";"Combine toasted bread, tomatoes, and dressing in a large bowl. Add basil leaves. Toss everything to coat and season with salt and pepper. Let rest 30 minutes before serving, tossing occasionally until the dressing is absorbed by the bread.";"Classic Panzanella Salad (Tuscan-Style Tomato and Bread Salad) Recipe";"False";"Add pepper to the toasted bread, tomatoes, and dressing in the large bowl after tossing the basil leaves and seasoning with salt. Let rest for 30 minutes before serving, tossing occasionally until the dressing is absorbed by the bread."
"1_13";"amount of sugar in it?";"3 1/2 ounces sugar (1/2 cup; 100g).";"In this recipe, you add 3 1/2 ounces sugar (1/2 cup; 100g).";"Bake until pie is quite juicy, about 20 minutes, then pause to brush rum over any undissolved pockets of sugar. (If sugar is well dissolved, just brush it over the sugar anyway.) Continue baking until golden brown around the edges and bubbling in the center, about 15 minutes longer. Let cool 5 minutes, then slice into wedges and serve warm, with a side of whipped cream if desired.";"Freeform Peach Pie (Galette) Recipe";"True";"The recipe calls for 3 1/2 ounces (1/2 cup; 100g) of sugar to be added to the pie filling."
"72_8";"what is the third ingredient I need to mix with vinegar and honey?";"salt.";"The third ingredient to add in this step is salt.";"In a medium bowl, whisk the vinegar, honey, and salt until combined. Stir in the chile flakes and coriander powder.";"Yogurt- and Mint-Marinated Chicken Thighs With Pickled Nectarines Recipe";"False";"Salt is the third ingredient needed to be whisked together with vinegar and honey."
"58_5";"what should I add besides yogurt, garam masala, salt, Ginger and the fenugreek leaves?";"black salt.";"Besides the already mentioned ingredients, you should also add some black salt here.";"In the center of a rimmed baking sheet, create a roughly 9- by 13-inch aluminum-foil boat with 1-inch sides, and set aside. (Alternatively, if you have a 1/4 rimmed baking sheet, use that instead, omitting foil.) In a medium mixing bowl, stir together yogurt, garam masala, salt, black salt, grated ginger, and ground fenugreek leaves.";"Butter Chicken Recipe";"False";"In a medium mixing bowl, stir together yogurt, garam masala, salt, black salt, grated ginger, and ground fenugreek leaves."
"67_1";"what do I use to heat the vegetable oil in?";"wok.";"The vegetable oil needs to be heated in a wok.";"If using day-old rice (see note), transfer to a medium bowl and break the rice up with your hands into individual grains before proceeding. Heat 1/2 tablespoon (7ml) vegetable oil in a wok over high heat until smoking. Add half of rice and cook, stirring and tossing, until the rice is pale brown and toasted and has a lightly chewy texture, about 3 minutes. Transfer to a medium bowl. Repeat with another 1/2 tablespoon oil and remaining rice.";"Easy Fried Rice Recipe";"False";"Heat 1/2 tablespoon of vegetable oil in a wok over high heat until it is smoking."
"47_11";"how long should I cook the pork for?";"25 minutes.";"Cook the pork for 20 to 25 minutes.";"Remove pork belly from marinade, wipe off excess, and pat dry with paper towels; discard marinade. Cook pork directly over the hot side of the grill. If using a charcoal grill, leave uncovered; if using a gas grill, cover. Cook, turning occasionally, until pork is cooked through and lightly charred on all sides and the thickest part registers 155°F (68°C) on an instant-read thermometer, between 20 to 25 minutes (if a flare-up occurs, quickly move pork to cooler side of grill; once flare-up subsides, move pork back to hotter side of grill and continue to cook). Transfer to a cutting board and let rest for 5 minutes; slice pork belly into 1-inch-wide by 2-inch-long strips.";"Kilawin: Grilled Pork, Punchy Sauce, Can't Lose";"False";"Cook the pork directly over the hot side of the grill, turning occasionally, until the thickest part registers 155°F (68°C) on an instant-read thermometer, for 20 to 25 minutes."
"48_6";"which sauce do I have to add to mix?";"soy.";"You have to add soy sauce.";"Return all the rice to the wok and press it up the sides, leaving a space in the middle. Add 1/2 tablespoon (7ml) oil to the space. Add onion, carrot, scallions, and garlic and cook, stirring gently, until lightly softened and fragrant, about 1 minute. Toss with rice to combine. Add soy sauce and sesame oil and toss to coat. Season to taste with salt and white pepper.";"Easy Fried Rice Recipe";"False";"Add soy sauce and sesame oil to the wok and toss to coat the vegetables and rice. Season with salt and white pepper to taste."
"0_6";"how much water do I add to the mixture?";"1 quart.";"You add 1 quart of water to the mixture.";"Add the remaining contents of both cans of coconut milk along with 1 quart of water or stock. Add sweet potatoes. Bring to a boil, and reduce to a bare simmer. Cook until sweet potatoes are totally softened, about 15 minutes.";"Vegan Peanut, Sweet Potato, and Kale Soup With Coconut Recipe";"False";"Add 1 quart of water or stock to the mixture along with the remaining contents of both cans of coconut milk and sweet potatoes. Boil and then reduce to a bare simmer, cooking until the sweet potatoes are completely softened, approximately 15 minutes."
"86_1";"how much lime juice should I add?";"2 tablespoons.";"You should add 2 tablespoons of lime juice.";"To make the dressing: Whisk together lime juice, fish sauce, sesame oil, sugar, and chili in a small bowl. Set aside.";"Thai Spicy Duck Salad Recipe";"True";"To make the dressing, whisk together 2 tablespoons of lime juice, fish sauce, sesame oil, sugar, and chili in a small bowl. Set aside."
"5_4";"Alexa what ingredient do I remove with a slotted spoon?";"chorizo.";"You remove the chorizo with a slotted spoon.";"Meanwhile, place chorizo chunks in a cast iron skillet and place over medium heat. Cook, stirring, until chorizo is crisp on all sides and fat has rendered out, about 10 minutes total. Remove chorizo with a slotted spoon to a large bowl, leaving fat in skillet. Set chorizo aside.";"Crispy Potato, Chorizo, and Green Chili Hash With Avocado and Eggs Recipe";"False";"You can remove chorizo from the skillet using a slotted spoon."
"41_8";"how long do I cook the cauliflower in the salted water?";"about 10 minutes.";"You cook the cauliflower for about 10 minutes until the floret pieces are very tender.";"For the Pasta: Bring a pot of salted water to a boil over high heat. Add cauliflower and cook at a rapid simmer, stirring occasionally, until floret pieces are very tender and offer no resistance when poked with a paring knife at thickest part of stem end, about 10 minutes. Using a spider skimmer, fine-mesh strainer, or slotted spoon, drain cauliflower while keeping boiling water in the pot; transfer cauliflower to a bowl or plate and set aside.";"Pasta chi Vruoccoli Arriminati (Sicilian Pasta With Cauliflower and Toasted Breadcrumbs) Recipe";"False";"The cauliflower should be cooked in the salted water for approximately 10 minutes."
"71_4";"what kind of fat should I use?";"duck.";"You should use the duck fat here.";"Adjust oven rack to lower-middle position and preheat oven to 300°F (150°C). Place stock in a large liquid measuring cup and sprinkle gelatin over the top. Set aside. Heat duck fat (if using) in a large Dutch oven over high heat until shimmering. Add salt pork and cook, stirring occasionally, until browned all over, about 8 minutes. Using a slotted spoon, transfer to a large bowl, leaving rendered fat in Dutch oven, and set aside. (If not using duck fat, cook pork with no additional fat.)";"Traditional French Cassoulet Recipe";"False";"Cook the salt pork in duck fat, or if not using duck fat, cook with no additional fat."
"41_15";"what do I use to cook the pasta?";"reserved pot.";"Use a reserved pot of boiling water to cook the pasta in.";"Meanwhile, cook pasta in the reserved pot of boiling water used for cooking the cauliflower until pasta is just shy of al dente (about 2 minutes less than the package directs). Using a spider skimmer (or tongs if cooking bucatini), transfer pasta to sauce, along with 1/2 cup (120ml) pasta cooking water. Alternatively, drain pasta using a colander or fine-mesh strainer, making sure to reserve at least 1 cup (240ml) pasta cooking water.";"Pasta chi Vruoccoli Arriminati (Sicilian Pasta With Cauliflower and Toasted Breadcrumbs) Recipe";"False";"You should use a reserved pot to cook the pasta."
